,timestamp,location,price,last4ccnum,time,date
58,2014-01-06 13:24:00,Guy's Gyros,15.44,1415,13:24:00,2014-01-06
59,2014-01-06 13:27:00,Abila Zacharo,30.08,7688,13:27:00,2014-01-06
60,2014-01-06 13:27:00,Abila Zacharo,50.14,1286,13:27:00,2014-01-06
61,2014-01-06 13:28:00,Katerina's Cafe,33.54,8411,13:28:00,2014-01-06
62,2014-01-06 13:28:00,Kalami Kafenion,8.64,5407,13:28:00,2014-01-06
63,2014-01-06 13:30:00,Guy's Gyros,16.92,7384,13:30:00,2014-01-06
64,2014-01-06 13:35:00,Hippokampos,36.54,2681,13:35:00,2014-01-06
65,2014-01-06 13:35:00,Abila Zacharo,92.05,7354,13:35:00,2014-01-06
66,2014-01-06 13:37:00,Ouzeri Elian,20.56,6816,13:37:00,2014-01-06
67,2014-01-06 13:39:00,Guy's Gyros,11.22,1310,13:39:00,2014-01-06
68,2014-01-06 13:41:00,Gelatogalore,22.64,7889,13:41:00,2014-01-06
69,2014-01-06 13:42:00,Ouzeri Elian,20.4,6895,13:42:00,2014-01-06
70,2014-01-06 13:46:00,Guy's Gyros,30.82,9635,13:46:00,2014-01-06
71,2014-01-06 13:46:00,Katerina's Cafe,18.56,6899,13:46:00,2014-01-06
72,2014-01-06 13:46:00,Guy's Gyros,99.67,2463,13:46:00,2014-01-06
73,2014-01-06 13:47:00,Kalami Kafenion,22.13,1321,13:47:00,2014-01-06
74,2014-01-06 13:48:00,Ouzeri Elian,20.74,5368,13:48:00,2014-01-06
75,2014-01-06 13:48:00,Ouzeri Elian,30.87,5921,13:48:00,2014-01-06
76,2014-01-06 13:50:00,Katerina's Cafe,13.59,1874,13:50:00,2014-01-06
77,2014-01-06 13:50:00,Katerina's Cafe,32.64,9617,13:50:00,2014-01-06
78,2014-01-06 13:52:00,Kalami Kafenion,22.31,4434,13:52:00,2014-01-06
79,2014-01-06 13:52:00,Gelatogalore,36.33,3492,13:52:00,2014-01-06
80,2014-01-06 13:53:00,Katerina's Cafe,36.95,2142,13:53:00,2014-01-06
81,2014-01-06 13:54:00,Abila Zacharo,23.15,9405,13:54:00,2014-01-06
82,2014-01-06 13:57:00,Hippokampos,8.64,1877,13:57:00,2014-01-06
83,2014-01-06 13:58:00,Hippokampos,38.25,8202,13:58:00,2014-01-06
84,2014-01-06 13:59:00,Katerina's Cafe,39.41,3853,13:59:00,2014-01-06
85,2014-01-06 14:00:00,Kalami Kafenion,13.08,7117,14:00:00,2014-01-06
86,2014-01-06 14:00:00,Gelatogalore,23.41,7819,14:00:00,2014-01-06
87,2014-01-06 14:04:00,Hippokampos,30.88,4948,14:04:00,2014-01-06
88,2014-01-06 14:05:00,Abila Zacharo,78.11,7108,14:05:00,2014-01-06
89,2014-01-06 14:15:00,Kalami Kafenion,27.4,8129,14:15:00,2014-01-06
90,2014-01-06 14:17:00,Katerina's Cafe,19.65,6901,14:17:00,2014-01-06
91,2014-01-06 15:14:00,Abila Airport,777.06,9220,15:14:00,2014-01-06
92,2014-01-06 15:39:00,Abila Airport,612.47,8642,15:39:00,2014-01-06
93,2014-01-06 17:28:00,U-Pump,59.51,3484,17:28:00,2014-01-06
94,2014-01-06 18:56:00,Katerina's Cafe,78.65,8411,18:56:00,2014-01-06
95,2014-01-06 19:08:00,Katerina's Cafe,26.46,8129,19:08:00,2014-01-06
96,2014-01-06 19:18:00,Guy's Gyros,39.29,7384,19:18:00,2014-01-06
97,2014-01-06 19:50:00,Frydos Autosupply n' More,273.87,9241,19:50:00,2014-01-06
98,2014-01-06 20:07:00,Katerina's Cafe,23.63,7253,20:07:00,2014-01-06
99,2014-01-06 20:08:00,Katerina's Cafe,12.32,1874,20:08:00,2014-01-06
100,2014-01-06 20:09:00,Guy's Gyros,11.94,6901,20:09:00,2014-01-06
101,2014-01-06 20:12:00,Frydos Autosupply n' More,80.85,8202,20:12:00,2014-01-06
102,2014-01-06 20:13:00,Guy's Gyros,22.57,3484,20:13:00,2014-01-06
103,2014-01-06 20:15:00,Guy's Gyros,117.82,6816,20:15:00,2014-01-06
104,2014-01-06 20:15:00,Frydos Autosupply n' More,175.87,5368,20:15:00,2014-01-06
105,2014-01-06 20:19:00,Katerina's Cafe,21.66,2418,20:19:00,2014-01-06
106,2014-01-06 20:20:00,Hippokampos,35.34,1321,20:20:00,2014-01-06
107,2014-01-06 20:24:00,Guy's Gyros,28.94,7819,20:24:00,2014-01-06
108,2014-01-06 20:26:00,Albert's Fine Clothing,276.9,9551,20:26:00,2014-01-06
109,2014-01-06 20:28:00,Guy's Gyros,95.29,7108,20:28:00,2014-01-06
110,2014-01-06 20:29:00,Hippokampos,85.5,6895,20:29:00,2014-01-06
111,2014-01-06 20:29:00,Katerina's Cafe,17.92,9405,20:29:00,2014-01-06
112,2014-01-06 20:30:00,Katerina's Cafe,28.0,6691,20:30:00,2014-01-06
113,2014-01-06 20:33:00,Katerina's Cafe,15.52,5921,20:33:00,2014-01-06
114,2014-01-06 20:36:00,Hippokampos,26.8,1877,20:36:00,2014-01-06
115,2014-01-06 20:46:00,Hippokampos,24.41,7117,20:46:00,2014-01-06
116,2014-01-06 20:46:00,Hippokampos,21.33,1415,20:46:00,2014-01-06
117,2014-01-06 20:47:00,Frydos Autosupply n' More,149.3,5407,20:47:00,2014-01-06
118,2014-01-06 20:49:00,Shoppers' Delight,293.67,7354,20:49:00,2014-01-06
119,2014-01-06 20:52:00,Hippokampos,17.27,7688,20:52:00,2014-01-06
120,2014-01-06 20:59:00,Katerina's Cafe,26.1,3492,20:59:00,2014-01-06
121,2014-01-06 21:03:00,Katerina's Cafe,10.72,9617,21:03:00,2014-01-06
122,2014-01-06 21:03:00,Albert's Fine Clothing,121.76,4434,21:03:00,2014-01-06
123,2014-01-06 21:11:00,Hippokampos,28.14,8156,21:11:00,2014-01-06
124,2014-01-06 21:12:00,Katerina's Cafe,26.51,4948,21:12:00,2014-01-06
125,2014-01-06 21:23:00,Frydos Autosupply n' More,197.32,2142,21:23:00,2014-01-06
126,2014-01-06 21:32:00,Frydos Autosupply n' More,314.98,1310,21:32:00,2014-01-06
127,2014-01-06 21:52:00,Hippokampos,20.61,8332,21:52:00,2014-01-06
128,2014-01-07 07:27:00,Brew've Been Served,5.08,7384,07:27:00,2014-01-07
129,2014-01-07 07:31:00,Brew've Been Served,12.74,5368,07:31:00,2014-01-07
130,2014-01-07 07:33:00,Brew've Been Served,7.09,4795,07:33:00,2014-01-07
131,2014-01-07 07:35:00,Hallowed Grounds,14.05,7889,07:35:00,2014-01-07
132,2014-01-07 07:37:00,Hallowed Grounds,8.91,8129,07:37:00,2014-01-07
133,2014-01-07 07:41:00,Hallowed Grounds,19.59,1874,07:41:00,2014-01-07
134,2014-01-07 07:45:00,Brew've Been Served,19.6,6816,07:45:00,2014-01-07
135,2014-01-07 07:46:00,Hallowed Grounds,84.44,9551,07:46:00,2014-01-07
136,2014-01-07 07:46:00,Coffee Cameleon,9.1,5921,07:46:00,2014-01-07
137,2014-01-07 07:47:00,Hallowed Grounds,7.88,1310,07:47:00,2014-01-07
138,2014-01-07 07:48:00,Hallowed Grounds,18.97,7108,07:48:00,2014-01-07
139,2014-01-07 07:49:00,Coffee Cameleon,27.66,7253,07:49:00,2014-01-07
140,2014-01-07 07:50:00,Brew've Been Served,4.39,5407,07:50:00,2014-01-07
141,2014-01-07 07:50:00,Hallowed Grounds,9.61,3492,07:50:00,2014-01-07
142,2014-01-07 07:52:00,Brew've Been Served,3.0,4434,07:52:00,2014-01-07
143,2014-01-07 07:54:00,Brew've Been Served,11.92,1286,07:54:00,2014-01-07
144,2014-01-07 07:55:00,Brew've Been Served,69.06,3484,07:55:00,2014-01-07
145,2014-01-07 07:56:00,Brew've Been Served,98.53,9683,07:56:00,2014-01-07
146,2014-01-07 07:57:00,Hallowed Grounds,10.33,6691,07:57:00,2014-01-07
147,2014-01-07 07:58:00,Brew've Been Served,17.4,8202,07:58:00,2014-01-07
148,2014-01-07 08:00:00,Brew've Been Served,11.91,4948,08:00:00,2014-01-07
149,2014-01-07 08:00:00,Coffee Cameleon,11.55,2142,08:00:00,2014-01-07
150,2014-01-07 08:01:00,Coffee Cameleon,52.44,2418,08:01:00,2014-01-07
151,2014-01-07 08:01:00,Hallowed Grounds,9.92,9617,08:01:00,2014-01-07
152,2014-01-07 08:01:00,Hallowed Grounds,68.42,2681,08:01:00,2014-01-07
153,2014-01-07 08:02:00,Brew've Been Served,14.49,9405,08:02:00,2014-01-07
154,2014-01-07 08:06:00,Brew've Been Served,3.03,7819,08:06:00,2014-01-07
155,2014-01-07 08:09:00,Brew've Been Served,15.66,8411,08:09:00,2014-01-07
156,2014-01-07 08:18:00,Brew've Been Served,47.74,6901,08:18:00,2014-01-07
157,2014-01-07 09:17:00,Abila Airport,3840.37,3506,09:17:00,2014-01-07
158,2014-01-07 10:05:00,Stewart and Sons Fabrication,1200.9,3506,10:05:00,2014-01-07
159,2014-01-07 10:11:00,Nationwide Refinery,1347.36,9735,10:11:00,2014-01-07
160,2014-01-07 11:31:00,Stewart and Sons Fabrication,1843.33,9735,11:31:00,2014-01-07
161,2014-01-07 11:39:00,Nationwide Refinery,1562.66,7792,11:39:00,2014-01-07
162,2014-01-07 12:00:00,Coffee Shack,16.63,7117,12:00:00,2014-01-07
163,2014-01-07 12:00:00,Bean There Done That,51.25,1415,12:00:00,2014-01-07
164,2014-01-07 12:00:00,Brewed Awakenings,12.17,7688,12:00:00,2014-01-07
165,2014-01-07 12:00:00,Jack's Magical Beans,23.68,6899,12:00:00,2014-01-07
166,2014-01-07 12:00:00,Brewed Awakenings,64.84,3853,12:00:00,2014-01-07
167,2014-01-07 12:00:00,Brewed Awakenings,71.59,2540,12:00:00,2014-01-07
168,2014-01-07 12:00:00,Bean There Done That,53.89,1877,12:00:00,2014-01-07
169,2014-01-07 12:00:00,Brewed Awakenings,6.72,8332,12:00:00,2014-01-07
170,2014-01-07 12:00:00,Bean There Done That,8.03,1321,12:00:00,2014-01-07
171,2014-01-07 12:00:00,Bean There Done That,46.25,6895,12:00:00,2014-01-07
172,2014-01-07 12:00:00,Jack's Magical Beans,18.77,9241,12:00:00,2014-01-07
173,2014-01-07 12:00:00,Jack's Magical Beans,19.61,8156,12:00:00,2014-01-07
174,2014-01-07 12:00:00,Jack's Magical Beans,69.84,2463,12:00:00,2014-01-07
175,2014-01-07 12:02:00,Nationwide Refinery,1071.04,3506,12:02:00,2014-01-07
176,2014-01-07 12:29:00,Abila Airport,124.89,8642,12:29:00,2014-01-07
177,2014-01-07 13:08:00,Katerina's Cafe,59.07,7792,13:08:00,2014-01-07
178,2014-01-07 13:13:00,Guy's Gyros,29.57,8156,13:13:00,2014-01-07
179,2014-01-07 13:20:00,Abila Zacharo,13.52,1415,13:20:00,2014-01-07
180,2014-01-07 13:20:00,Gelatogalore,35.06,8332,13:20:00,2014-01-07
181,2014-01-07 13:20:00,Guy's Gyros,38.56,7354,13:20:00,2014-01-07
182,2014-01-07 13:24:00,Kalami Kafenion,45.05,1286,13:24:00,2014-01-07
183,2014-01-07 13:24:00,Kalami Kafenion,11.64,5407,13:24:00,2014-01-07
184,2014-01-07 13:25:00,Abila Zacharo,82.25,6899,13:25:00,2014-01-07
185,2014-01-07 13:29:00,Ouzeri Elian,29.1,2142,13:29:00,2014-01-07
186,2014-01-07 13:30:00,Gelatogalore,51.64,1310,13:30:00,2014-01-07
187,2014-01-07 13:32:00,Ouzeri Elian,28.37,4948,13:32:00,2014-01-07
188,2014-01-07 13:33:00,Abila Zacharo,52.72,7688,13:33:00,2014-01-07
189,2014-01-07 13:33:00,Gelatogalore,34.04,7253,13:33:00,2014-01-07
190,2014-01-07 13:33:00,Katerina's Cafe,22.27,7889,13:33:00,2014-01-07
191,2014-01-07 13:33:00,Guy's Gyros,11.31,6816,13:33:00,2014-01-07
192,2014-01-07 13:33:00,Kalami Kafenion,18.06,4795,13:33:00,2014-01-07
193,2014-01-07 13:34:00,Ouzeri Elian,64.84,6895,13:34:00,2014-01-07
194,2014-01-07 13:35:00,Gelatogalore,8.98,2463,13:35:00,2014-01-07
195,2014-01-07 13:37:00,Gelatogalore,21.52,9551,13:37:00,2014-01-07
196,2014-01-07 13:39:00,Gelatogalore,17.21,9405,13:39:00,2014-01-07
197,2014-01-07 13:41:00,Katerina's Cafe,51.41,3484,13:41:00,2014-01-07
198,2014-01-07 13:41:00,Abila Zacharo,17.81,9683,13:41:00,2014-01-07
199,2014-01-07 13:42:00,Ouzeri Elian,97.71,5368,13:42:00,2014-01-07
200,2014-01-07 13:44:00,Abila Zacharo,32.4,2418,13:44:00,2014-01-07
201,2014-01-07 13:45:00,Kalami Kafenion,22.83,1877,13:45:00,2014-01-07
202,2014-01-07 13:46:00,Guy's Gyros,10.11,9635,13:46:00,2014-01-07
203,2014-01-07 13:46:00,Kalami Kafenion,22.14,7108,13:46:00,2014-01-07
204,2014-01-07 13:49:00,Gelatogalore,36.5,2681,13:49:00,2014-01-07
205,2014-01-07 13:50:00,Ouzeri Elian,21.85,8411,13:50:00,2014-01-07
206,2014-01-07 13:52:00,Gelatogalore,71.77,1874,13:52:00,2014-01-07
207,2014-01-07 13:53:00,Hippokampos,51.69,3853,13:53:00,2014-01-07
208,2014-01-07 13:54:00,Gelatogalore,88.97,5921,13:54:00,2014-01-07
209,2014-01-07 13:55:00,Abila Zacharo,65.9,7819,13:55:00,2014-01-07
210,2014-01-07 13:56:00,Ouzeri Elian,16.2,1321,13:56:00,2014-01-07
211,2014-01-07 13:57:00,Katerina's Cafe,37.44,8202,13:57:00,2014-01-07
212,2014-01-07 13:57:00,Gelatogalore,15.4,6691,13:57:00,2014-01-07
213,2014-01-07 14:00:00,Hippokampos,76.11,3492,14:00:00,2014-01-07
214,2014-01-07 14:07:00,Katerina's Cafe,10.9,4434,14:07:00,2014-01-07
215,2014-01-07 14:09:00,Guy's Gyros,12.57,9617,14:09:00,2014-01-07
216,2014-01-07 14:09:00,Ouzeri Elian,59.51,6901,14:09:00,2014-01-07
217,2014-01-07 14:11:00,Hippokampos,37.57,8129,14:11:00,2014-01-07
218,2014-01-07 14:16:00,Abila Scrapyard,2149.28,2276,14:16:00,2014-01-07
219,2014-01-07 14:19:00,Kronos Pipe and Irrigation,3920.82,4530,14:19:00,2014-01-07
220,2014-01-07 14:34:00,Carlyle Chemical Inc.,4803.13,7792,14:34:00,2014-01-07
221,2014-01-07 15:03:00,Stewart and Sons Fabrication,962.2,2276,15:03:00,2014-01-07
222,2014-01-07 15:20:00,Maximum Iron and Steel,3207.31,4530,15:20:00,2014-01-07
223,2014-01-07 15:41:00,Abila Airport,3411.29,8642,15:41:00,2014-01-07
224,2014-01-07 16:24:00,Nationwide Refinery,889.58,2276,16:24:00,2014-01-07
225,2014-01-07 19:45:00,Guy's Gyros,14.87,7819,19:45:00,2014-01-07
226,2014-01-07 19:48:00,Guy's Gyros,31.23,3484,19:48:00,2014-01-07
227,2014-01-07 20:01:00,Hippokampos,20.17,1877,20:01:00,2014-01-07
228,2014-01-07 20:02:00,Hippokampos,11.56,1415,20:02:00,2014-01-07
229,2014-01-07 20:04:00,Albert's Fine Clothing,308.36,6895,20:04:00,2014-01-07
230,2014-01-07 20:09:00,Katerina's Cafe,19.49,7253,20:09:00,2014-01-07
231,2014-01-07 20:10:00,Albert's Fine Clothing,78.91,7117,20:10:00,2014-01-07
232,2014-01-07 20:10:00,Guy's Gyros,42.25,7384,20:10:00,2014-01-07
233,2014-01-07 20:10:00,Guy's Gyros,26.82,4795,20:10:00,2014-01-07
234,2014-01-07 20:11:00,Katerina's Cafe,10.07,2142,20:11:00,2014-01-07
235,2014-01-07 20:11:00,Guy's Gyros,76.71,9683,20:11:00,2014-01-07
236,2014-01-07 20:12:00,Katerina's Cafe,55.63,1874,20:12:00,2014-01-07
237,2014-01-07 20:13:00,Katerina's Cafe,94.75,7889,20:13:00,2014-01-07
238,2014-01-07 20:13:00,Katerina's Cafe,65.02,8202,20:13:00,2014-01-07
239,2014-01-07 20:14:00,Guy's Gyros,62.33,3853,20:14:00,2014-01-07
240,2014-01-07 20:15:00,Ouzeri Elian,11.41,9241,20:15:00,2014-01-07
241,2014-01-07 20:18:00,Katerina's Cafe,31.6,8411,20:18:00,2014-01-07
242,2014-01-07 20:19:00,Guy's Gyros,89.76,7354,20:19:00,2014-01-07
243,2014-01-07 20:20:00,Frydos Autosupply n' More,312.73,6901,20:20:00,2014-01-07
244,2014-01-07 20:32:00,Katerina's Cafe,19.53,5921,20:32:00,2014-01-07
245,2014-01-07 20:33:00,Katerina's Cafe,17.26,9617,20:33:00,2014-01-07
246,2014-01-07 20:33:00,Katerina's Cafe,25.54,6691,20:33:00,2014-01-07
247,2014-01-07 20:34:00,Hippokampos,70.19,1321,20:34:00,2014-01-07
248,2014-01-07 20:34:00,Guy's Gyros,23.12,5368,20:34:00,2014-01-07
249,2014-01-07 20:47:00,Katerina's Cafe,32.83,3492,20:47:00,2014-01-07
250,2014-01-07 20:49:00,Ouzeri Elian,20.53,2681,20:49:00,2014-01-07
251,2014-01-07 20:51:00,Hippokampos,32.99,8156,20:51:00,2014-01-07
252,2014-01-07 21:01:00,Katerina's Cafe,33.29,9405,21:01:00,2014-01-07
253,2014-01-07 21:03:00,Hippokampos,21.2,2540,21:03:00,2014-01-07
254,2014-01-07 21:17:00,Hippokampos,37.88,2463,21:17:00,2014-01-07
255,2014-01-07 21:19:00,Katerina's Cafe,18.35,1310,21:19:00,2014-01-07
256,2014-01-07 21:21:00,Hippokampos,35.85,7688,21:21:00,2014-01-07
257,2014-01-07 21:51:00,Hippokampos,22.18,8332,21:51:00,2014-01-07
258,2014-01-08 07:31:00,Brew've Been Served,15.66,7354,07:31:00,2014-01-08
259,2014-01-08 07:39:00,Hallowed Grounds,12.19,7108,07:39:00,2014-01-08
260,2014-01-08 07:39:00,Hallowed Grounds,8.15,1874,07:39:00,2014-01-08
261,2014-01-08 07:39:00,Hallowed Grounds,8.28,1310,07:39:00,2014-01-08
262,2014-01-08 07:40:00,Hallowed Grounds,5.85,8129,07:40:00,2014-01-08
263,2014-01-08 07:42:00,Brew've Been Served,3.09,4948,07:42:00,2014-01-08
264,2014-01-08 07:43:00,Hallowed Grounds,3.4,9617,07:43:00,2014-01-08
265,2014-01-08 07:47:00,Hallowed Grounds,3.11,3492,07:47:00,2014-01-08
266,2014-01-08 07:48:00,Brew've Been Served,32.92,3853,07:48:00,2014-01-08
267,2014-01-08 07:48:00,Brew've Been Served,8.27,6816,07:48:00,2014-01-08
268,2014-01-08 07:48:00,Brew've Been Served,19.17,9683,07:48:00,2014-01-08
269,2014-01-08 07:50:00,Brew've Been Served,33.68,9405,07:50:00,2014-01-08
270,2014-01-08 07:50:00,Hallowed Grounds,3.9,2681,07:50:00,2014-01-08
271,2014-01-08 07:51:00,Coffee Cameleon,6.59,7253,07:51:00,2014-01-08
272,2014-01-08 07:52:00,Coffee Cameleon,12.26,5921,07:52:00,2014-01-08
273,2014-01-08 07:55:00,Hallowed Grounds,79.92,7889,07:55:00,2014-01-08
274,2014-01-08 07:55:00,Brew've Been Served,91.87,3484,07:55:00,2014-01-08
275,2014-01-08 07:56:00,Hallowed Grounds,12.86,9551,07:56:00,2014-01-08
276,2014-01-08 07:57:00,Brew've Been Served,74.88,5368,07:57:00,2014-01-08
277,2014-01-08 07:57:00,Hallowed Grounds,11.63,6691,07:57:00,2014-01-08
278,2014-01-08 07:58:00,Brew've Been Served,8.4,5407,07:58:00,2014-01-08
279,2014-01-08 07:59:00,Coffee Cameleon,15.71,2142,07:59:00,2014-01-08
280,2014-01-08 08:00:00,Brew've Been Served,32.3,4795,08:00:00,2014-01-08
281,2014-01-08 08:01:00,Brew've Been Served,3.92,8202,08:01:00,2014-01-08
282,2014-01-08 08:01:00,Brew've Been Served,17.13,7819,08:01:00,2014-01-08
283,2014-01-08 08:01:00,Brew've Been Served,3.42,7384,08:01:00,2014-01-08
284,2014-01-08 08:03:00,Brew've Been Served,10.15,6901,08:03:00,2014-01-08
285,2014-01-08 08:09:00,Brew've Been Served,11.48,8411,08:09:00,2014-01-08
286,2014-01-08 08:16:00,Brew've Been Served,7.26,1286,08:16:00,2014-01-08
287,2014-01-08 08:18:00,Brew've Been Served,6.3,4434,08:18:00,2014-01-08
288,2014-01-08 08:22:00,Coffee Cameleon,16.17,2418,08:22:00,2014-01-08
289,2014-01-08 09:43:00,Carlyle Chemical Inc.,3048.31,7792,09:43:00,2014-01-08
290,2014-01-08 09:54:00,Nationwide Refinery,4513.16,9152,09:54:00,2014-01-08
291,2014-01-08 10:14:00,Nationwide Refinery,3674.32,9735,10:14:00,2014-01-08
292,2014-01-08 11:28:00,Stewart and Sons Fabrication,1738.26,9152,11:28:00,2014-01-08
293,2014-01-08 11:58:00,Stewart and Sons Fabrication,1673.77,9735,11:58:00,2014-01-08
294,2014-01-08 12:00:00,Coffee Shack,13.13,7117,12:00:00,2014-01-08
295,2014-01-08 12:00:00,Bean There Done That,17.45,1415,12:00:00,2014-01-08
296,2014-01-08 12:00:00,Bean There Done That,12.07,9635,12:00:00,2014-01-08
297,2014-01-08 12:00:00,Brewed Awakenings,11.73,7688,12:00:00,2014-01-08
298,2014-01-08 12:00:00,Jack's Magical Beans,3.96,6899,12:00:00,2014-01-08
299,2014-01-08 12:00:00,Brewed Awakenings,12.32,2540,12:00:00,2014-01-08
300,2014-01-08 12:00:00,Bean There Done That,8.06,1877,12:00:00,2014-01-08
301,2014-01-08 12:00:00,Brewed Awakenings,15.03,8332,12:00:00,2014-01-08
302,2014-01-08 12:00:00,Bean There Done That,94.96,1321,12:00:00,2014-01-08
303,2014-01-08 12:00:00,Jack's Magical Beans,18.78,9241,12:00:00,2014-01-08
304,2014-01-08 12:00:00,Jack's Magical Beans,12.37,8156,12:00:00,2014-01-08
305,2014-01-08 12:00:00,Jack's Magical Beans,31.25,2463,12:00:00,2014-01-08
306,2014-01-08 12:29:00,Frank's Fuel,65.34,3853,12:29:00,2014-01-08
307,2014-01-08 12:45:00,Abila Airport,2723.18,8642,12:45:00,2014-01-08
308,2014-01-08 12:56:00,Chostus Hotel,107.51,2540,12:56:00,2014-01-08
309,2014-01-08 13:03:00,Carlyle Chemical Inc.,4983.52,4530,13:03:00,2014-01-08
310,2014-01-08 13:10:00,Abila Zacharo,22.13,5407,13:10:00,2014-01-08
311,2014-01-08 13:12:00,Hippokampos,26.55,8332,13:12:00,2014-01-08
312,2014-01-08 13:15:00,Hippokampos,9.03,4795,13:15:00,2014-01-08
